"victim_zip","SpeciesIDDesc","bite_date","BreedIDDesc","GenderIDDesc","color","vaccination_yrs","vaccination_date","AdvIssuedYNDesc","WhereBittenIDDesc","quarantine_date","DispositionIDDesc","head_sent_date","release_date","ResultsIDDesc","datadif","year","month","season","total","class","CountryCode","PlaceName","AdminName1","AdminCode1","AdminName2","AdminCode2","AdminName3","AdminCode3","latitude","longitude","accuracy"
"40223","DOG",2017-05-06,"PIT BULL","MALE","BRINDLE",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-11-18,NA,"MALE","FAWN WHT",1,"2015-06-01 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-03-26,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-07-06,"AMER. BULL DOG","FEMALE","WHITE",1,"2015-09-05 00:00:00",NA,"BODY",NA,NA,NA,"2015-07-16 00:00:00",NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-12-25,NA,"FEMALE","BROWN",1,"2011-01-17 00:00:00","NO","HEAD","2010-12-27 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-03-10,NA,"FEMALE","BLACK",1,"2010-03-25 00:00:00","NO","BODY","2010-03-15 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2010-05-19,NA,"MALE","GRAY-WHT",1,"2010-07-06 00:00:00","NO","BODY","2010-05-19 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-11-09,NA,"FEMALE","TAN",1,"2010-08-02 00:00:00","NO","BODY","2010-11-09 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-06-29,"GOLD RETRIEVER","MALE","GOLDEN",3,"2014-03-08 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2017-08-25,NA,"MALE","BRN BLK",1,"2017-03-17 00:00:00",NA,NA,NA,NA,NA,"2017-09-05 00:00:00",NA,NA,2017,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-06-12,NA,"MALE","BLK/YELLOW",NA,"2012-02-07 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-10-05,NA,"MALE","ORANGE",NA,NA,"NO","BODY","2011-10-05 00:00:00","DIED",2011-10-14,NA,"NEGATIVE",9,2011,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2017-06-20,NA,"MALE",NA,1,"2017-06-05 00:00:00",NA,"BODY",NA,NA,NA,"2017-06-30 00:00:00",NA,NA,2017,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-07-25,"BEAGLE","FEMALE","TAN",1,"2016-06-08 00:00:00",NA,"BODY",NA,NA,NA,"2016-08-05 00:00:00",NA,NA,2016,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-02-19,NA,NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2017,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2012-03-18,NA,NA,"GRAY",NA,NA,NA,"BODY",NA,NA,2012-03-23,NA,NA,5,2012,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-08-05,"DOTSON","FEMALE","BLACK TAN",1,"2014-10-09 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2015,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-12-31,NA,"FEMALE","TRI",1,"2011-01-04 00:00:00","NO","BODY","2011-01-10 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-06-30,"PIT BULL","MALE","TAN",3,NA,NA,"UNKNOWN",NA,NA,NA,"2016-07-11 00:00:00",NA,NA,2016,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-04-03,NA,NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2016,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-11-05,"GOLD RETRIEVER","MALE","BLK",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-01-07,NA,"MALE","RED WHT",3,"2014-04-04 00:00:00",NA,"BODY",NA,NA,NA,"2016-01-22 00:00:00",NA,NA,2016,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-03-04,"BULL DOG",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-03-16,"AKITA",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-02-14,NA,"MALE","BROWN",1,"2011-03-04 00:00:00","NO","BODY","2011-02-15 00:00:00",NA,NA,NA,NA,NA,2011,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-01-19,NA,"FEMALE",NA,1,"2011-10-03 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,2012,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2016-07-20,NA,"FEMALE","MULT",1,"2016-08-05 00:00:00",NA,"BODY",NA,NA,NA,"2016-08-01 00:00:00",NA,NA,2016,7,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-11-21,NA,"MALE","WHITE",1,"2010-11-22 00:00:00","NO","BODY","2010-11-22 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2013-04-28,"PYRENES","MALE","WHITE",1,"2012-04-28 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2013,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","BAT",2017-09-03,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,2017-09-05,NA,"NEGATIVE",2,2017,9,"fall",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2017-05-22,NA,"MALE",NA,3,"2016-09-28 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2017-06-02 00:00:00",NA,NA,2017,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2015-06-18,NA,"MALE",NA,3,"2015-01-30 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-05-04,"BORDER COLLIE","FEMALE","BLK WHT",1,"2016-02-28 00:00:00",NA,"BODY",NA,NA,NA,"2016-05-16 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-04-05,NA,"MALE",NA,1,"2009-05-28 00:00:00","NO","BODY","2010-04-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2016-01-27,NA,"MALE","BLACK",1,"2016-02-10 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-02-10 00:00:00",NA,NA,2016,1,"winter",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-09-03,"MALTASE","FEMALE","WHTIE",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-03-17,"PIT BULL",NA,NA,NA,NA,"YES","HEAD",NA,NA,NA,NA,NA,NA,2011,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-12-06,NA,"MALE","TRI",NA,NA,"NO","BODY","2010-12-07 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-09-10,NA,"FEMALE","BLK",3,"2010-09-22 00:00:00","NO","BODY","2011-09-12 00:00:00","RELEASED",NA,NA,NA,NA,2011,9,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-03-27,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-07-19,NA,NA,NA,NA,NA,"NO","BODY","2011-07-16 00:00:00",NA,NA,NA,NA,NA,2011,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-05-27,NA,"MALE","GRAY",NA,NA,"NO","BODY","2010-06-01 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-07-28,"BASSET HOUND","FEMALE","BLACK",1,"2018-01-12 00:00:00",NA,"HEAD",NA,NA,NA,"2017-08-07 00:00:00",NA,NA,2017,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-04-12,"RAT TERRIER","MALE","BRN/WHT",1,"2011-06-20 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-11-30,"GERM SHEPHERD","FEMALE","BLACK BRN",3,"2013-12-06 00:00:00",NA,"BODY",NA,NA,NA,"2015-12-10 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-11-30,NA,"MALE","BLONDE",1,"2015-04-06 00:00:00",NA,"HEAD",NA,NA,NA,"2015-12-10 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-10-23,NA,"UNKNOWN","BROWN",NA,NA,"YES","BODY","2010-10-25 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-09-25,NA,NA,NA,NA,NA,"NO","BODY","2011-09-28 00:00:00","RELEASED",NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-05-23,NA,"MALE","SANDY",1,"2017-06-29 00:00:00",NA,"HEAD",NA,NA,NA,"2017-06-02 00:00:00",NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-11-11,"BEAGLE","MALE","WHT BRN",3,"2014-07-18 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-11-25 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-01-14,NA,"UNKNOWN",NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-06-07,NA,"MALE",NA,1,"2014-04-03 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2014,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-07-19,NA,NA,NA,NA,NA,"NO","BODY","2011-07-19 00:00:00",NA,NA,NA,NA,NA,2011,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2010-12-30,NA,"FEMALE","BLACK/WHIT",1,"2011-01-21 00:00:00","NO","BODY","2011-01-07 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,12,"winter",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-12-06,NA,"FEMALE","TAN",NA,NA,"YES","BODY","2010-12-07 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-10-24,"PIT BULL",NA,"GRY WHT",1,"2016-03-07 00:00:00",NA,"BODY",NA,NA,NA,"2016-11-03 00:00:00",NA,NA,2016,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-06-28,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-06-14,"MASTIF","MALE","BLK WHT",1,"2016-06-27 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-06-24 00:00:00",NA,NA,2016,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-05-07,NA,"MALE",NA,1,"2013-07-12 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-04-30,"BORDER COLLIE M",NA,"BLACK",3,"2011-09-27 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-01-26,"AKITA",NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2016,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-05-18,"BEARDED COLLIE","FEMALE","GRY WHT",3,"2014-05-15 00:00:00",NA,"BODY",NA,NA,NA,"2016-05-31 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2010-08-11,NA,"FEMALE","BLACK/WHIT",1,"2010-09-13 00:00:00","NO","BODY","2010-08-19 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223",NA,2015-11-14,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2015,11,"fall",107,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2015-07-23,NA,"FEMALE","SILVER",1,"2014-11-01 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2015,7,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2017-08-30,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-04-18,"DACHSHUND","MALE","COOPER",1,"2014-12-31 00:00:00",NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2015,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2016-05-22,NA,"UNKNOWN","ORANGE",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-07-02,NA,"MALE","WHT BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-01-29,"SHIH TZU","MALE","BEIGE-WHT",3,"2010-07-26 00:00:00","NO","BODY","2011-01-31 00:00:00",NA,NA,NA,NA,NA,2011,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-05-21,"COON HOUND","UNKNOWN","BLK/TAN",1,"2015-06-25 00:00:00",NA,"BODY",NA,NA,NA,"2016-05-31 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-01-31,NA,"MALE","WHITE-TAN",2,"2009-09-16 00:00:00","NO","BODY","2011-02-09 00:00:00",NA,NA,NA,NA,NA,2011,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-10-12,NA,"UNKNOWN",NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-09-09,"BORDER COLLIE M",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-02-20,"BLACK LAB","MALE","BLK WHT",3,"2013-12-14 00:00:00",NA,"BODY",NA,NA,NA,"2016-03-01 00:00:00",NA,NA,2016,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-04-01,"FOX TERRIER MIX","MALE","WHITE",1,"2012-05-01 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-11-23,"HUSKY","MALE","WHITE GRAY",1,"2014-10-14 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-07-08,NA,"FEMALE","BRN BLCK",1,"2015-08-01 00:00:00",NA,"HEAD",NA,NA,NA,"2015-07-21 00:00:00",NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2011-02-27,NA,"FEMALE","CALICO",3,"2010-10-28 00:00:00","NO","BODY","2011-02-28 00:00:00",NA,NA,NA,NA,NA,2011,2,"winter",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-01-03,NA,"FEMALE","TAN-BLK",NA,NA,"NO","BODY","2011-01-03 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2011,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-08-27,"AAUST. TERR.","FEMALE","WHT BLK",1,"2017-05-26 00:00:00",NA,"BODY",NA,NA,NA,"2017-09-06 00:00:00",NA,NA,2017,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2015-09-13,NA,"MALE","GRAY",1,"2015-09-12 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2015-09-22 00:00:00",NA,NA,2015,9,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-05-18,NA,"FEMALE","TAN",1,"2012-03-31 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-07-15,NA,"MALE","WHITE-BLK",1,"2010-11-20 00:00:00","NO","HEAD","2010-07-16 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-11-11,NA,"MALE","BLACK",3,"2010-05-25 00:00:00","NO","BODY","2010-11-11 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-11-13,"LABRADOR RETRIV",NA,"GOLDEN",1,"2015-12-23 00:00:00",NA,"BODY",NA,NA,NA,"2016-11-28 00:00:00",NA,NA,2016,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2011-08-03,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2011,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2012-02-13,NA,"MALE","GRAY TABBY",1,"2012-02-13 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,2012,2,"winter",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-11-02,"PIT BULL","MALE","WHT BRN",1,"2015-11-12 00:00:00",NA,"BODY",NA,NA,NA,"2015-12-18 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-11-30,"BOXER",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2014,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-10-13,"BEAGLE","MALE","BRN WHT",1,"2016-11-08 00:00:00",NA,"BODY",NA,NA,NA,"2016-10-25 00:00:00",NA,NA,2016,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2016-06-04,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2016-05-12,NA,"MALE","BLK WHT",3,"2014-04-11 00:00:00",NA,"UNKNOWN",NA,NA,NA,"2016-05-23 00:00:00",NA,NA,2016,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2017-06-06,NA,"MALE","WHT/GRY",NA,"2016-09-13 00:00:00","YES","BODY","2017-06-09 00:00:00",NA,NA,"2017-06-19 00:00:00",NA,NA,2017,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2015-02-10,NA,"FEMALE","BROWN",1,"2015-02-25 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2015,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","CAT",2012-05-07,NA,"FEMALE","CALICO",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2017-07-02,"AAUST. TERR.","MALE","BLUE",NA,"2016-08-11 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2017,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2014-11-12,"CHOW CHOW","MALE","ORANGE",3,"2012-04-12 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2012-06-18,NA,"MALE","BRN/WHT",1,"2011-10-07 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,2012,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
"40223","DOG",2010-04-07,NA,"MALE","YELLOWISH",1,"2009-06-11 00:00:00","NO","BODY","2010-04-08 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.2651,-85.5582,4
